image_name,bus,traffic light,traffic sign,person,bike,truck,motor,car,rider
train_B_81,0,4,3,0,0,2,0,13,0
train_B_82,0,0,4,0,0,1,0,5,0
train_B_83,0,5,4,0,0,0,0,12,0
train_B_84,0,1,2,0,0,0,0,8,0
train_B_85,0,6,4,0,0,1,0,8,0
train_B_86,0,0,11,0,0,0,0,5,0
train_B_87,0,0,1,0,0,0,0,3,0
train_B_88,0,0,3,0,0,0,0,4,0
train_B_89,2,6,2,0,0,1,0,6,0
train_B_90,0,3,5,0,0,0,0,13,0
train_B_91,0,14,7,0,0,0,0,11,0
train_B_92,0,1,0,1,0,0,0,4,0
train_B_93,0,4,4,5,1,0,0,5,0
train_B_94,0,3,1,0,0,0,0,6,0
train_B_95,0,0,0,0,0,1,0,1,0
train_B_96,0,2,0,0,0,0,0,3,0
train_B_97,0,6,5,1,0,1,0,11,0
train_B_98,0,0,0,0,0,0,0,11,0
train_B_99,0,3,3,0,0,0,0,0,0
train_B_100,0,3,0,0,0,0,0,15,0
train_B_101,0,1,2,1,0,1,0,8,0
train_B_102,0,0,2,0,0,0,0,12,0
train_B_103,0,0,6,0,0,0,0,14,0
train_B_104,0,6,3,3,0,1,0,8,0
train_B_105,0,0,0,0,0,0,0,3,0
train_B_106,0,0,0,0,0,1,0,9,0
train_B_107,0,3,1,0,0,0,0,8,0
train_B_108,0,8,3,1,0,0,0,7,0
train_B_109,0,8,1,0,0,0,0,8,0
train_B_110,0,0,3,0,0,0,0,0,0
train_B_111,0,2,17,0,0,0,0,3,0
train_B_112,0,1,3,0,0,0,0,17,0
train_B_113,0,7,3,2,1,0,0,4,0
train_B_114,1,13,4,1,0,0,0,8,0
train_B_115,0,1,1,0,0,0,0,5,0
train_B_116,0,2,2,0,0,0,0,7,0
train_B_117,0,5,5,0,0,0,0,8,0
train_B_118,0,0,3,0,0,0,0,6,0
train_B_119,0,0,1,0,0,0,0,7,0
train_B_120,0,1,0,0,0,0,0,5,0
train_B_121,0,3,6,0,0,0,0,11,0
train_B_122,0,2,8,0,0,0,0,6,0
train_B_123,0,0,2,0,0,0,0,5,0
train_B_124,0,0,7,0,0,0,0,1,0
train_B_125,0,6,2,0,0,0,0,19,0
train_B_126,0,2,1,0,0,0,0,12,0
train_B_127,0,2,0,0,0,0,0,14,0
train_B_128,0,5,7,0,0,0,0,14,0
train_B_129,0,2,1,0,0,0,0,0,0
train_B_130,0,0,8,0,0,0,0,15,0
train_B_131,0,8,4,0,0,0,0,14,0
train_B_132,1,5,5,0,0,0,0,9,0
train_B_133,0,8,4,0,1,0,0,6,0
train_B_134,0,2,5,0,0,1,0,8,0
train_B_135,0,5,3,0,0,0,0,3,0
train_B_136,0,5,3,1,0,0,0,6,0
train_B_137,0,0,6,0,0,0,0,10,0
train_B_138,0,4,5,1,0,0,0,5,0
train_B_139,0,7,18,0,0,0,0,1,0
train_B_140,0,1,1,0,0,0,0,15,0
train_B_141,0,3,6,0,0,0,0,13,0
train_B_142,0,0,3,5,0,0,0,2,0
train_B_143,0,0,4,0,0,0,0,11,0
train_B_144,0,2,1,0,0,0,0,19,0
train_B_145,0,5,3,1,0,0,0,1,0
train_B_146,0,2,2,0,0,0,0,18,0
train_B_147,0,6,4,0,0,0,0,7,0
train_B_148,1,1,3,1,1,0,1,6,1
train_B_149,0,3,15,0,0,1,0,10,0
train_B_150,0,2,4,0,0,0,0,5,0
train_B_151,0,5,3,1,0,2,0,9,0
train_B_152,0,0,1,0,0,0,0,3,0
train_B_153,0,6,6,0,0,0,0,12,0
train_B_154,0,1,1,1,0,0,0,11,0
train_B_155,0,7,5,0,0,0,0,4,0
train_B_156,0,5,1,0,0,0,0,2,0
train_B_157,0,2,3,0,0,0,0,13,0
train_B_158,0,3,5,1,0,0,0,5,0
train_B_159,1,0,4,0,0,1,0,12,0
train_B_160,0,5,5,0,0,0,0,14,0
train_B_161,0,2,0,0,0,0,0,9,0
train_B_162,0,6,4,0,0,0,1,3,1
train_B_163,0,2,8,0,0,1,0,5,0
train_B_164,0,0,3,0,0,0,0,9,0
train_B_165,0,5,1,2,0,0,0,13,0
train_B_166,0,0,4,0,0,0,0,2,0
train_B_167,0,0,1,1,0,0,0,13,0
train_B_168,0,0,12,0,0,0,0,12,0
train_B_169,0,0,1,0,0,0,0,15,0
train_B_170,0,0,4,0,0,1,0,0,0
train_B_171,0,0,6,0,0,0,0,6,0
train_B_172,0,0,3,1,0,0,0,11,0
train_B_173,0,0,1,0,0,0,0,6,0
train_B_174,0,1,11,0,0,0,0,16,0
train_B_175,0,9,7,1,1,0,0,6,1
train_B_176,0,0,1,0,0,0,0,2,0
train_B_177,0,2,1,0,0,0,0,4,0
train_B_178,0,0,1,0,0,0,0,17,0
train_B_179,0,0,3,0,0,0,0,5,0
train_B_180,0,0,3,0,0,0,0,1,0
train_B_181,0,1,0,0,0,0,0,8,0
train_B_182,0,0,6,0,0,0,0,4,0
train_B_183,0,4,5,0,0,0,0,8,0
train_B_184,0,0,0,0,0,1,0,8,0
train_B_185,0,3,7,1,0,1,0,10,0
train_B_186,0,6,0,0,0,1,0,6,0
train_B_187,0,0,3,0,0,0,0,22,0
train_B_188,0,1,0,0,0,2,0,9,0
train_B_189,1,7,8,0,0,0,0,15,0
train_B_190,0,1,6,0,0,0,0,1,0
train_B_191,0,5,7,0,0,0,0,2,0
train_B_192,0,2,1,0,0,0,0,13,0
train_B_193,0,4,0,0,0,0,0,15,0
train_B_194,0,3,2,0,0,0,0,5,0
train_B_195,0,0,0,0,0,0,0,7,0
train_B_196,0,4,2,0,0,0,0,7,0
train_B_197,0,2,2,0,0,0,0,13,0
train_B_198,0,0,0,0,0,0,0,10,0
train_B_199,0,0,9,0,0,0,0,7,0
train_B_200,0,4,3,0,0,1,0,9,0
train_B_201,0,1,8,0,0,0,0,10,0
train_B_202,0,0,5,0,0,0,0,5,0
train_B_203,1,4,3,6,0,0,0,8,0
train_B_204,0,5,8,0,0,0,0,11,0
train_B_205,0,6,7,2,0,0,0,6,0
train_B_206,0,0,1,0,0,0,0,3,0
train_B_207,0,5,1,1,0,0,0,8,0
train_B_208,0,0,2,0,0,0,0,9,0
train_B_209,0,5,3,2,0,0,1,14,0
train_B_210,0,1,5,0,0,0,0,4,0
train_B_211,0,0,0,0,0,0,0,21,0
train_B_212,0,0,5,0,0,0,0,11,0
train_B_213,0,6,6,11,0,0,0,9,0
train_B_214,0,2,1,0,0,1,0,10,0
train_B_215,0,2,2,0,0,0,0,15,0
train_B_216,0,0,4,0,0,0,0,8,0
train_B_217,0,3,3,0,0,0,0,8,0
train_B_218,0,1,2,0,0,1,0,12,0
train_B_219,0,6,1,0,0,0,0,14,0
train_B_220,0,0,3,0,0,1,0,6,0
train_B_221,0,0,6,0,1,0,0,1,0
train_B_222,0,0,3,0,0,0,0,3,0
train_B_223,0,9,19,0,0,0,0,4,0
train_B_224,0,3,3,0,0,0,0,7,0
train_B_225,0,0,2,0,0,0,0,3,0
train_B_226,0,0,1,0,0,0,0,7,0
train_B_227,0,0,2,0,0,0,0,6,0
train_B_228,0,0,0,0,0,0,0,5,0
train_B_229,0,0,0,0,0,0,0,3,0
train_B_230,0,5,3,0,0,1,0,5,0
train_B_231,0,0,3,0,0,0,0,10,0
train_B_232,0,2,0,0,0,0,0,13,0
train_B_233,0,0,0,0,0,0,0,5,0
train_B_234,0,2,1,0,0,0,0,4,0
train_B_235,0,0,1,0,0,0,0,6,0
train_B_236,0,1,2,4,0,0,0,9,0
train_B_237,0,3,1,0,0,0,0,5,0
train_B_238,0,1,1,0,0,0,0,15,0
train_B_239,0,8,6,1,1,0,0,7,0
train_B_240,0,10,2,0,0,0,0,9,0
train_B_241,0,1,0,0,0,0,0,12,0
train_B_242,0,2,4,0,0,0,0,13,0
train_B_243,0,0,2,0,0,0,0,4,0
train_B_244,1,0,5,0,0,1,0,10,0
train_B_245,0,4,3,0,0,0,0,17,0
train_B_246,0,0,2,0,0,1,0,13,0
train_B_247,0,0,2,0,0,0,0,4,0
train_B_248,0,6,0,0,0,0,0,7,0
train_B_249,0,5,5,1,1,1,0,1,1
train_B_250,0,7,5,8,0,0,0,11,0
train_B_251,0,0,4,0,0,0,0,9,0
train_B_252,0,6,4,0,0,1,0,5,0
train_B_253,0,3,2,1,0,1,0,4,0
train_B_254,0,8,6,1,0,0,0,10,0
train_B_255,0,2,2,1,1,0,0,7,1
train_B_256,0,0,2,0,0,0,0,9,0
train_B_257,0,0,2,0,0,0,0,10,0
train_B_258,0,0,3,0,0,0,0,12,0
train_B_259,0,2,2,5,0,0,0,10,0
train_B_260,0,8,6,0,0,0,0,7,0
train_B_261,0,11,9,0,0,0,0,14,0
train_B_262,0,0,1,0,0,0,0,16,0
train_B_263,0,1,1,0,0,0,0,3,0
train_B_264,0,1,2,0,0,0,0,8,0
train_B_265,0,2,9,0,0,0,0,1,0
train_B_266,0,1,2,0,0,0,1,15,0
train_B_267,0,13,2,1,0,0,0,8,0
train_B_268,0,8,5,0,0,0,0,1,0
train_B_269,0,0,4,0,0,0,0,10,0
train_B_270,0,0,2,0,0,0,0,16,0
train_B_271,0,1,2,1,0,0,0,6,0
train_B_272,0,2,0,0,0,1,0,14,0
train_B_273,0,0,0,0,0,0,0,5,0
train_B_274,0,2,2,0,0,0,0,13,0
train_B_275,0,0,1,0,0,0,0,4,0
train_B_276,0,0,8,0,0,0,0,1,0
train_B_277,0,8,4,1,0,0,0,6,0
train_B_278,1,5,6,0,0,2,0,5,0
train_B_279,0,1,1,0,0,0,0,4,0
train_B_280,0,1,4,0,0,0,0,13,0
train_B_281,0,0,6,0,0,0,0,5,0
train_B_282,0,2,2,0,0,0,0,3,0
train_B_283,0,3,2,0,0,0,0,13,0
train_B_284,0,0,4,0,0,0,0,14,0
train_B_285,0,7,3,3,0,2,0,5,0
train_B_286,1,3,2,1,0,2,0,2,0
train_B_287,0,4,6,0,0,0,0,6,0
train_B_288,0,0,1,1,0,0,0,14,0
train_B_289,0,2,4,0,0,0,0,2,0
train_B_290,0,0,3,0,0,0,0,12,0
train_B_291,0,6,7,0,0,0,0,10,0
train_B_292,0,3,3,0,0,0,0,4,0
train_B_293,0,4,5,0,0,0,0,2,0
train_B_294,0,0,3,0,0,1,0,2,0
train_B_295,0,0,0,0,0,0,0,4,0
train_B_296,0,0,6,0,0,0,0,2,0
train_B_297,0,10,3,1,0,0,0,11,0
train_B_298,0,3,6,0,0,0,0,12,0
train_B_299,0,0,10,0,0,0,0,12,0
train_B_300,0,9,9,0,0,0,0,8,0
train_B_301,0,2,4,2,1,0,0,10,0
train_B_302,1,2,0,0,0,0,0,16,0
train_B_303,0,3,9,8,0,0,0,5,0
train_B_304,0,8,4,1,0,0,0,8,0
train_B_305,0,3,9,0,0,0,0,10,0
train_B_306,0,6,2,0,0,0,0,19,0
train_B_307,0,4,3,0,0,0,0,6,0
train_B_308,0,0,4,0,0,0,0,6,0
train_B_309,1,1,8,0,0,0,0,11,0
train_B_310,0,11,16,1,0,0,0,6,0
train_B_311,0,5,5,1,0,0,0,7,0
train_B_312,0,0,0,0,0,1,0,4,0
train_B_313,1,6,2,0,0,0,0,2,0
train_B_314,0,3,4,0,0,1,0,7,0
train_B_315,0,4,3,0,0,0,0,8,0
train_B_316,0,3,2,0,0,0,0,17,0
train_B_317,0,4,3,1,0,0,0,13,0
train_B_318,0,0,2,0,0,0,0,8,0
train_B_319,0,0,8,0,0,0,0,6,0
train_B_320,0,3,1,0,0,0,0,5,0
train_B_321,0,11,18,1,0,0,0,3,0
train_B_322,0,8,3,0,0,0,0,14,0
train_B_323,0,4,1,3,3,0,0,7,0
train_B_324,0,3,1,0,0,0,0,6,0
train_B_325,0,4,1,0,0,0,0,2,0
train_B_326,0,0,3,0,0,0,0,4,0
train_B_327,0,5,3,2,1,0,0,5,0
train_B_328,0,0,3,0,0,0,0,7,0
train_B_329,0,2,3,0,1,0,0,12,0
train_B_330,0,0,0,0,0,0,0,15,0
train_B_331,0,0,0,0,0,0,0,15,0
train_B_332,0,0,1,0,0,2,0,5,0
train_B_333,0,6,5,0,0,0,0,2,0
train_B_334,0,0,0,0,0,0,0,2,0
train_B_335,1,8,5,0,1,0,0,16,1
train_B_336,0,0,1,0,1,0,1,14,0
train_B_337,0,3,4,0,0,0,0,4,0
train_B_338,0,6,6,5,0,0,0,3,0
train_B_339,0,5,4,0,0,0,0,13,0
train_B_340,0,0,3,0,0,0,0,25,0
train_B_341,0,4,8,0,0,0,0,6,0
train_B_342,0,6,6,0,0,0,0,5,0
train_B_343,0,3,1,0,0,0,0,5,0
train_B_344,0,0,0,0,0,0,0,20,0
train_B_345,0,4,1,0,0,0,0,15,0
train_B_346,0,0,2,0,0,0,0,6,0
train_B_347,0,7,10,1,1,0,0,11,0
train_B_348,1,3,3,0,0,0,0,2,0
train_B_349,0,0,3,0,0,1,0,13,0
train_B_350,0,11,1,1,0,1,0,4,0
train_B_351,0,4,1,0,0,0,0,16,0
train_B_352,0,6,5,1,0,0,0,5,0
train_B_353,0,4,4,0,0,0,0,10,0
train_B_354,0,5,3,0,0,0,0,19,0
train_B_355,0,1,8,0,0,0,0,16,0
train_B_356,0,4,6,2,0,0,0,17,0
train_B_357,0,3,2,0,0,0,0,6,0
train_B_358,0,6,2,0,0,0,0,8,0
train_B_359,0,0,0,0,0,1,0,11,0
train_B_360,0,0,0,0,0,0,0,1,0
train_B_361,0,1,0,0,0,0,0,16,0
train_B_362,0,0,5,0,0,0,0,14,0
train_B_363,0,0,1,0,0,0,0,16,0
train_B_364,0,0,6,0,0,0,0,8,0
train_B_365,0,4,0,0,1,0,0,3,0
train_B_366,0,1,1,0,0,0,0,2,0
train_B_367,0,3,0,0,0,0,0,11,0
train_B_368,0,0,2,0,0,0,0,9,0
train_B_369,0,1,0,0,0,0,0,3,0
train_B_370,0,3,2,0,0,0,0,0,0
train_B_371,0,8,2,0,0,0,0,8,0
train_B_372,0,4,1,0,0,0,0,17,0
train_B_373,0,0,6,1,0,1,0,3,0
train_B_374,0,0,2,0,0,0,0,3,0
train_B_375,0,8,6,0,0,0,0,5,0
train_B_376,0,9,7,0,0,0,0,12,0
train_B_377,0,6,4,3,0,1,0,7,0
train_B_378,0,6,5,1,0,0,0,7,0
train_B_379,0,2,2,0,1,0,0,15,0
train_B_380,0,3,5,0,0,0,0,15,0
train_B_381,0,7,7,0,0,0,0,4,0
train_B_382,0,0,5,0,0,0,0,2,0
train_B_383,0,0,0,0,0,2,0,2,0
train_B_384,0,2,3,0,0,0,0,1,0
train_B_385,0,6,8,0,0,0,0,6,0
train_B_386,1,5,4,0,0,0,0,11,0
train_B_387,0,5,16,0,0,0,0,9,0
train_B_388,1,0,1,0,0,0,0,10,0
train_B_389,0,0,2,0,0,0,0,10,0
train_B_390,0,4,6,0,0,0,0,7,0
train_B_391,0,2,2,0,0,0,0,7,0
train_B_392,0,0,0,0,0,0,0,4,0
train_B_393,0,0,1,0,0,0,0,8,0
train_B_394,0,8,3,0,0,1,0,14,0
train_B_395,0,2,2,0,0,0,0,5,0
train_B_396,0,3,3,0,0,1,0,6,0
train_B_397,0,0,0,0,0,0,0,5,0
train_B_398,0,1,1,1,0,0,0,11,0
train_B_399,0,1,3,0,0,0,0,21,0
train_B_400,0,2,0,0,0,0,0,4,0
train_B_401,0,3,3,3,0,0,0,17,0
train_B_402,0,12,5,0,0,0,0,11,0
train_B_403,0,6,8,1,0,0,0,9,0
train_B_404,0,0,6,0,0,0,0,5,0
train_B_405,0,0,2,0,0,0,0,9,0
train_B_406,0,6,2,0,0,0,0,6,0
train_B_407,0,0,1,0,0,0,0,3,0
train_B_408,0,8,4,0,0,0,0,3,0
train_B_409,0,5,2,0,0,0,0,3,0
train_B_410,0,13,4,0,0,0,0,10,0
train_B_411,0,4,1,0,0,1,0,11,0
train_B_412,0,5,9,0,0,1,0,13,0
train_B_413,0,0,14,0,0,0,0,1,0
train_B_414,0,2,6,0,0,0,1,10,1
train_B_415,0,8,8,0,0,0,0,15,0
train_B_416,0,2,3,0,0,0,0,18,0
train_B_417,0,0,2,0,0,0,0,7,0
train_B_418,0,1,2,2,0,0,0,7,0
train_B_419,0,4,0,0,0,0,0,13,0
train_B_420,0,2,2,0,0,0,0,3,0
train_B_421,0,0,6,0,0,0,0,10,0
train_B_422,0,10,2,1,0,0,0,6,0
train_B_423,0,0,5,1,1,0,0,2,0
train_B_424,0,5,0,1,0,0,0,11,0
train_B_425,0,10,4,3,0,0,0,12,0
train_B_426,0,2,5,2,1,0,0,7,1
train_B_427,0,3,3,0,0,1,0,13,0
train_B_428,0,1,10,0,0,0,0,9,0
train_B_429,0,10,3,0,0,0,0,7,0
train_B_430,0,5,3,0,0,0,0,0,0
train_B_431,0,2,1,0,0,0,0,13,0
train_B_432,0,8,4,0,0,0,0,14,0
train_B_433,0,0,2,1,0,0,0,4,0
train_B_434,0,2,1,0,0,1,0,2,0
train_B_435,0,13,5,1,0,0,0,6,0
train_B_436,0,0,5,0,0,0,0,3,0
train_B_437,0,0,1,0,0,0,0,7,0
train_B_438,0,2,7,0,0,0,0,2,0
train_B_439,1,6,4,3,0,0,0,6,0
train_B_440,0,3,3,0,0,0,0,13,0
train_B_441,0,0,9,0,0,0,0,4,0
train_B_442,0,2,5,0,0,1,0,2,0
train_B_443,0,1,1,0,0,0,0,6,0
train_B_444,0,4,4,0,0,0,0,11,0
train_B_445,0,6,4,0,0,0,0,17,0
train_B_446,0,2,6,0,0,1,0,10,0
train_B_447,0,2,1,0,0,0,0,16,0
train_B_448,0,7,0,0,0,0,0,4,0
train_B_449,0,4,8,0,0,0,0,19,0
train_B_450,0,2,3,0,0,0,0,7,0
train_B_451,0,0,1,0,0,0,0,5,0
train_B_452,0,1,0,0,0,0,0,1,0
train_B_453,0,2,5,0,0,0,0,23,0
train_B_454,0,0,0,0,0,0,0,6,0
train_B_455,0,0,2,0,0,2,0,8,0
train_B_456,0,10,4,0,0,0,0,5,0
train_B_457,0,0,5,0,0,0,0,9,0
train_B_458,0,3,4,0,0,0,0,6,0
train_B_459,0,3,1,0,0,0,0,18,0
train_B_460,0,2,1,5,0,0,0,1,0
train_B_461,0,8,7,0,0,1,0,6,0
train_B_462,0,5,6,1,0,0,0,18,0
train_B_463,0,1,3,0,0,0,0,11,0
train_B_464,0,3,3,0,0,0,0,12,0
train_B_465,0,0,3,0,0,0,0,5,0
train_B_466,0,1,0,0,0,2,0,13,0
train_B_467,0,1,5,0,0,0,0,2,0
train_B_468,0,3,6,0,0,0,0,9,0
train_B_469,0,0,1,0,0,0,0,2,0
train_B_470,0,1,1,0,0,0,0,3,0
train_B_471,0,0,2,0,0,1,0,1,0
train_B_472,0,2,4,1,0,0,0,15,0
train_B_473,0,2,9,0,0,0,0,1,0
train_B_474,0,2,0,2,0,0,0,7,0
train_B_475,0,9,6,0,1,0,0,14,1
train_B_476,0,0,1,0,0,0,0,2,0
train_B_477,0,2,4,0,0,1,0,9,0
train_B_478,0,11,3,0,0,1,0,2,0
train_B_479,0,9,1,0,0,0,0,15,0
train_B_480,0,2,0,0,0,0,0,14,0
train_B_481,0,8,4,0,0,0,0,12,0
train_B_482,0,2,1,0,0,0,0,2,0
train_B_483,0,0,1,0,0,0,0,19,0
train_B_484,0,0,2,1,0,0,0,12,0
train_B_485,0,4,1,0,0,0,0,7,0
train_B_486,0,2,0,0,0,0,0,0,0
train_B_487,0,0,2,0,0,0,0,4,0
train_B_488,0,0,3,0,0,0,0,12,0
train_B_489,0,5,3,2,0,0,0,6,0
train_B_490,0,9,6,5,0,0,0,6,0
train_B_491,0,0,0,0,0,0,0,6,0
train_B_492,0,2,1,0,0,0,0,7,0
train_B_493,1,0,4,0,0,0,0,5,0
train_B_494,0,1,1,0,0,0,0,3,0
train_B_495,0,0,4,0,0,1,0,13,0
train_B_496,0,11,1,4,0,0,0,11,0
train_B_497,1,0,0,0,0,1,0,7,0
train_B_498,0,3,4,3,0,0,0,14,0
train_B_499,0,0,10,0,0,1,0,13,0
train_B_500,0,0,3,0,0,0,0,9,0
